Number;Id;Unique Id;Company Name;Company owner;Company purpose;First adressline;second adressline;Country;Foreign Zip Code;House number;Street;Dwelling number;Locality;Swiss zipcode add on;Swiss zipcode;
1626;154646185;CH02040657204;S. Aschwanden GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Aschwanden & Partner Ingenieure und Planer ETH/SIA AG;Rüti ZH;CH;null;3;Bandwiesstrasse;null;null;null;8630;
1627;154646386;CH67040062347;NovaPro Sàrl en liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Courroux;CH;null;19;Rue des Romains;null;null;null;2822;
1628;154647517;CH24790004823;Weleco AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bättwil;CH;null;38;Mühlemattstrasse;null;null;null;4112;
1629;154648824;CH50130204359;BB Plast Suisse SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Chiasso;CH;null;4;Piazza Boffalora;null;null;null;6830;
1630;154650442;CH55011782161;Auto Tendance SNC;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;131;Route de Chavannes;null;null;null;1007;
1631;154650494;CH17030416374;Provence Data Solutions AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;5;Grafenaustrasse;null;null;null;6302;
1632;154651269;CH03610723015;LIECHTI TREUHAND;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Worb;CH;null;6;Bürglenstrasse;null;null;null;3076;
1633;154651708;CH02010694424;ADLOUNI AUTOMOBILE;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kloten;CH;null;4;Thalwiesenstrasse;null;null;null;8302;
1634;154652630;CH21706104892;Bächler Peter;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rechthalten;CH;null;null;null;null;null;null;1718;
1635;154653311;CH40090228967;Kuoni Reisen AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rheinfelden;CH;null;44;Marktgasse;null;null;null;4310;
1636;154653386;CH55011641107;ACL Immob SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Aigle;CH;null;3;Chemin des Tilleuls;null;null;null;1860;
1637;154654434;CH24140135485;AS SOLUTION GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Frauenfeld;CH;null;31a;Wellhauserweg;null;null;null;8500;
1638;154654830;CH40034421031;Jenzer Holding AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Patrick Jenzer;Hellikon;CH;null;34;Rebmatt;null;null;null;4316;
1639;154656887;CH15014762566;Käser Hauswart-Service;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Dallenwil;CH;null;4;Grünaustrasse;null;null;null;6383;
1640;154657007;CH40030356593;Partyservice Staubli AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bremgarten AG;CH;null;3;Zürcherstrasse;null;null;null;5620;
1641;154662238;CH10047999357;Sapia GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;28a;Hirschmattstrasse;null;null;null;6003;
1642;154662899;CH02040534500;fit for profit GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Flurlingen;CH;null;29B;Lächenstrasse;null;null;null;8247;
1643;154664013;CH27090002644;Securitas AG Schweizerische Bewachungsgesellschaft;No Owner Found;No Owner Found;null;null;Basel;CH;null;43;Auf dem Wolf;null;null;null;4052;
1644;154664929;CH30030176795;Montreux Capital Management Zug AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Zug;CH;null;24;Poststrasse;null;null;null;6300;
1645;154668761;CH29040171043;finac gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Thayngen;CH;null;3;Dorfstrasse;null;null;null;8240;
1646;154669594;CH28040223892;SD Comms GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Sonja Dörig;Reinach BL;CH;null;1;Austrasse;null;null;null;4153;
1647;154670195;CH66018780175;OLDENHORN REIN SUISSE S.A.R.L;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;4;rue Jean-Sénebier;null;null;null;1205;
1648;154671384;CH02040529513;Grosse-Schuette-Consulting GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oberrieden;CH;null;5;Freihofstrasse;null;null;null;8942;
1649;154674721;CH02040495709;Leuchtturm GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wettingen;CH;null;3;Hardmatt;null;null;null;5430;
1650;154675399;CH02040556745;Hof im Bundi GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Meilen;CH;null;292;Pfannenstielstrasse;null;null;null;8706;
1651;154675531;CH03610715254;Fabio Aegerter Transporte;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lyssach;CH;null;72;Dorfstrasse;null;null;null;3421;
1652;154675821;CH35070010645;Stiftung "Madrisa mit Herz";Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Klosters-Madrisa Bergbahnen AG;Klosters Dorf;CH;null;null;Talstation;null;null;null;7252;
1653;154676424;CH24140137168;Vendendo GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Root;CH;null;5;Längenbold;null;null;null;6037;
1654;154677375;CH66003870120;Exclusiv Family Office SA;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Fiduciaire de la Corraterie SA;Genève;CH;null;14;rue de la Corraterie;null;null;null;1204;
1655;154678044;CH03590117515;Max A. Nydegger Treuhand AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Belp;CH;null;17;Riedlistrasse;null;null;null;3123;
1656;154678274;CH62640156605;Gramado Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pont-de-la-Morge;CH;null;84;Route de Savoie;null;null;null;1962;
1657;154683990;CH44030314180;Giselbrecht AG Malerhandwerk;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Amriswil;CH;null;29;Romanshornerstrasse;null;null;null;8580;
1658;154684576;CH17030394659;Pharmacros AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Dr. Martin Neese;Zug;CH;null;78;Baarerstrasse;null;null;null;6300;
1659;154685096;CH40010336624;COMME IL FAUT ESTHÉTIQUE WALTHER;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lenzburg;CH;null;30;Aavorstadt;null;null;null;5600;
1660;154685417;CH03630664942;Wärmeverbund Ligerz AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Ligerz;CH;null;8;Dorfgasse;null;null;null;2514;
1661;154686167;CH35040045146;Bexcellent GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Damian Tomaschett;Rueun;CH;null;15;Vegna;null;null;null;7156;
1662;154688396;CH28040159038;Putzelfen GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Binningen;CH;null;10;Lindenstrasse;null;null;null;4102;
1663;154691280;CH64541095347;Steudler Ramonage SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;La Chaux-de-Fonds;CH;null;29;Sur la Cluse;null;null;null;2300;
1664;154691375;CH44030275734;Selenas AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sirnach;CH;null;12;Kettstrasse;null;null;null;8370;
1665;154691837;CH02040568316;Rena Facility Services GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bülach;CH;null;75;Allmendstrasse;null;null;null;8180;
1666;154695002;CH02030467666;United Sealing Solutions AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Fällanden;CH;null;1;Untere Halden;null;null;null;8117;
1667;154695203;CH55011776242;Caisses Patronales Sociales MEROBA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lausanne;CH;null;34;Rue du Maupas;null;null;null;1004;
1668;154696071;CH62140095211;Piscines-Spas-Saunas Philippe Baudraz Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Champoussin;CH;null;9;Rue Omega;null;null;null;1873;
1669;154697165;CH40016014924;Marino Lorenzo Sapori di Ribera;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Oftringen;CH;null;10;Eichmattstrasse;null;null;null;4665;
1670;154697420;CH66023140176;Aux Voyages Fleuris - Breasson;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Puplinge;CH;null;18;route de Puplinge;null;null;null;1241;
1671;154699342;CH50130189605;Mawana SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;4;Via Torquato Tasso;null;null;null;6900;
1672;154700005;CH66018900170;ExVRoss Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Puplinge;CH;null;17;rue de Graman;null;null;null;1241;
1673;154700370;CH55011808005;Hydro Shop Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bogis-Bossey;CH;null;6;Chemin des Pralies;null;null;null;1279;
1674;154700761;CH27010160724;Koramant Records Hönigova;No Owner Found;No Owner Found;null;null;Basel;CH;null;12 a;Birmannsgasse;null;null;null;4055;
1675;154700979;CH02010688749;Iseini Sevdije;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Bassersdorf;CH;null;17;Schinenbüelstrasse;null;null;null;8303;
1676;154703682;CH21735643763;echopoint gmbh;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kerzers;CH;null;24;Oelegasse;null;null;null;3210;
1677;154703908;CH40010327113;Markenkonto Marco Schönenberger;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Mellikon;CH;null;9;Steinbruchweg;null;null;null;5465;
1678;154706462;CH17040103588;Marvelston GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Divinis Capital GmbH;Baar;CH;null;36;Mühlestrasse;null;null;null;6340;
1679;154707616;CH55011822146;2FSN da Costa Paiva de Jesus Pedrazzoli;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Baulmes;CH;null;10;Chemin du Contornet;null;null;null;1446;
1680;154708165;CH50130176466;TOURISM IMAGE SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;12;Piazza Cioccaro;null;null;null;6900;
1681;154708567;CH40010350456;Swiss Whisky Experience Zimmermann;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Rothrist;CH;null;30;Rubernstrasse;null;null;null;4852;
1682;154709288;CH17030419056;Do Me AG;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Athos Family & Business Services (Switzerland) AG;Baar;CH;null;16;Lindenstrasse;null;null;null;6340;
1683;154710044;CH66003460121;XS CAPITAL SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;14;Rue du Rhône;null;null;null;1204;
1684;154711121;CH55011774180;GO-SWISS Sàrl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Romanel-sur-Lausanne;CH;null;3;chemin des Terreaux;null;null;null;1032;
1685;154711316;CH29030186097;SIRAL Schweiz AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schaffhausen;CH;null;1;Klushau;null;null;null;8200;
1686;154711836;CH50140219908;Natural Team Sagl;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Manno;CH;null;16D;Strada Cost a;null;null;null;6928;
1687;154712267;CH28040152143;STH Sales and Trading GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Binningen;CH;null;5;Lettenweg;null;null;null;4102;
1688;154715461;CH10017996879;TIVOLI DAS RESTAURANT AM SEE CLAUDE ZEDER;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Luzern;CH;null;16A;Haldenstrasse;null;null;null;6006;
1689;154715590;CH21735591569;Greentech Holding SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Estavayer-le-Lac;CH;null;1;Chemin des Marais;null;null;null;1470;
1690;154718689;CH21735663600;VEHAPI METALLKONSTRUKTION;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schmitten FR;CH;null;2;Station;null;null;null;3185;
1691;154719281;CH66034080172;Pilet & Renaud Transactions SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Genève;CH;null;2;boulevard Georges-Favon;null;null;null;1204;
1692;154719559;CH13030256204;SICA Holding AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Merlischachen;CH;null;26;Schilfweg;null;null;null;6402;
1693;154720367;CH55011686334;Fédération Internationale de Padel;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Anne-Sophie Thilo;Lausanne;CH;null;1;Rue de l'Aurore;null;null;null;1005;
1694;154722219;CH40030376187;Lic. iur. Heinz Schaufelberger AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Koblenz;CH;null;19;Hinterofenstrasse;null;null;null;5322;
1695;154723810;CH10048061772;FloraLife GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Kriens;CH;null;24;Luzernerstrasse;null;null;null;6010;
1696;154725502;CH30040182894;G&M Swiss Tech AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Gais;CH;null;3;Gaiserau;null;null;null;9056;
1697;154726878;CH02020066384;Galerie knörle & bättig;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Winterthur;CH;null;26;Obertor;null;null;null;8400;
1698;154727211;CH50130212314;INTELLECTUAL ASSETS SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Lugano;CH;null;17;Via delle Aie;null;null;null;6900;
1699;154727464;CH03630593423;Sporthaus Mürren Immobilien AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Mürren;CH;null;null;Im Gruebi;null;null;null;3825;
1700;154727607;CH14034394266;Lextira AG;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Sarnen;CH;null;29;Kägiswilerstrasse;null;null;null;6060;
1701;154732011;CH10047953189;Webrebels GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schachen;CH;null;25;Mätteliguetstrasse;null;null;null;6105;
1702;154732962;CH40010345557;Thabit Economics Ammous;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Wettingen;CH;null;70;Neustrasse;null;null;null;5430;
1703;154733128;CH02040501162;Butterfly Care Company GmbH in Liquidation;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Pfäffikon ZH;CH;null;23;Schriberweidstrasse;null;null;null;8330;
1704;154735601;CH35030112001;Panetteria Mazzolini SA;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Grono;CH;null;51 b;Via Travea;null;null;null;6537;
1705;154735883;CH02040601738;fly&kite GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Schleinikon;CH;null;1;Auweg;null;null;null;8165;
1706;154737095;CH03660734600;Go ETT (Go and Experience the Truth);Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Agnès Schümperli;La Neuveville;CH;null;29b;Chemin des Près-Guëtins;null;null;null;2520;
1707;154737385;CH27040048092;Treuhand Bossard GmbH;No Owner Found;No Owner Found;null;null;Basel;CH;null;30;Lindenhofstr.;null;null;null;4052;
1708;154739355;CH29040178436;PAGI Immoinvest GmbH;Kanton service not implemented yet;Kanton service not implemented yet;null;c/o Piergiorgio Paccagnella;Beringen;CH;null;17;Sonnhalde;null;null;null;8222;
1709;154739941;CH62640140268;ACT ADVANCED CLEAN TECHNOLOGY SARL;Kanton service not implemented yet;Kanton service not implemented yet;null;null;Porsel;CH;null;16;Impasse de la Poste;null;null;null;1699;
